Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Ratio of Engagement To Post Entered in screen,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",,Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
386724564681370_4398411430179310,https://www.facebook.com/habitatmatthews/posts/4398411430179310,"It's our birthday! Today marks our 32nd year of building strength, stability, and self-reliance in the Greater Matthews community.   Since our incorporation in 1989, we've experienced tremendous growth as an organization - but we can also proudly say that we've remained connected with our roots and maintained relationships with many of the people and the groups that have been with us since almost the beginning. Read more on our blog: greatermatthewshabitat.org/post/happy-birthday-habitat",Photo,,,7/10/21 6:15 AM, ,291,291,0,299,299,0,11,3.78,3,5,0,0,129,123,0,0,8,0,0,0,0,0,0,0,0,0,0
386724564681370_4405734659446987,https://www.facebook.com/habitatmatthews/posts/4405734659446987,"You might be surprised by who it is that needs affordable housing. In the current Charlotte housing market, even middle-income families are finding the dream of homeownership to be out of reach.   From Queen City Nerve: “If you’re looking for bargains, this isn’t bargain-hunting season. This is the highest people have ever paid for housing in Charlotte no matter what price point. You’re buying today because you need something, not because you’re getting value. Nothing’s really affordable.”",Link,,,7/10/21 3:42 AM, ,171,171,0,175,175,0,5,2.92,1,1,1,1,155,151,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4403284336358686,https://www.facebook.com/habitatmatthews/posts/4403284336358686,"Don't forget! Today is the last day to apply for our homeownership program! Visit gmhfh.org/apply to apply online or print out an application. You can also visit our ReStore today between 10am-5pm and pick up a paper application. Online applications must be submitted by midnight tonight, and applications sent through the mail must be postmarked with today's date!",Photo,,,7/9/21 6:12 AM, ,161,161,0,190,190,0,3,1.86,1,1,0,0,106,93,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4355753274445126,https://www.facebook.com/habitatmatthews/posts/4355753274445126,"Are you a resident of Matthews, Mint Hill, or Stallings and are interested in purchasing a house through our New Homeownership Program? Applications are NOW open! Applications can be completed online or by picking up a paper application from our office during office hours. There is a $25 non-refundable application fee. Apply at gmhfh.org/apply.  Questions? Reach out to our Homeowner Services Manager, Jeffrey Elam, at jeffrey@habitatmatthews.org",Photo,,,7/7/21 8:19 AM, ,105,105,0,109,109,0,3,2.86,2,3,0,0,98,94,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4397571573596629,https://www.facebook.com/habitatmatthews/posts/4397571573596629,"Applications for our homeownership program are now live! Applications are being accepted through Friday (July 9th) and can be completed online, by printing and mailing a paper application from our webpage, or by picking up and mailing a paper application from our Greater Matthews Habitat for Humanity ReStore during normal business hours (10am-5pm). There is a $25 non-refundable application fee.   Applicants must be residents of Matthews, Mint Hill, or Stallings and meet the program criteria listed on our webpage and the application. Questions? Reach out to our Homeowner Services Manager, Jeffrey Elam, at jeffrey@habitatmatthews.org",Link,,,7/7/21 5:49 AM, ,1303,159,1148,1663,163,1500,89,6.83,81,93,1,1,200,169,57,37,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4355948164425637,https://www.facebook.com/habitatmatthews/posts/4355948164425637,"Applications for our homeownership program open on Wednesday! Are you wondering about how the process of becoming a GMHFH homeowner works? For more information on our current application period and to apply, visit gmhfh.org/apply.",Photo,,,7/5/21 9:42 AM, ,94,94,0,101,101,0,0,0.00,0,0,0,0,88,81,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4384161168271003,https://www.facebook.com/habitatmatthews/posts/4384161168271003,Just a reminder that our office will be closed tomorrow for the holiday!,Photo,,,7/4/21 2:37 PM, ,94,94,0,95,95,0,2,2.13,1,2,0,0,85,84,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4384208851599568,https://www.facebook.com/habitatmatthews/posts/4384208851599568,Wishing everyone a healthy and happy Fourth of July!,Video,,,7/4/21 6:37 AM, ,89,89,0,100,100,0,3,3.37,1,1,0,0,88,76,0,0,3,1,1,0,0,13,13,0,0,1840,10000
386724564681370_4384232514930535,https://www.facebook.com/habitatmatthews/posts/4384232514930535,Applications for our homeownership program open on Wednesday! Wondering if you meet the criteria for the program? Not sure what forms you will need? Visit our webpage to learn the answers to those questions and more! https://www.greatermatthewshabitat.org/apply,Photo,,,7/3/21 9:08 AM, ,88,88,0,92,92,0,2,2.27,0,0,0,0,79,75,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4384430274910759,https://www.facebook.com/habitatmatthews/posts/4384430274910759,,Link,,,7/2/21 10:18 AM, ,87,87,0,89,89,0,3,3.45,2,2,1,1,75,73,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4336664193020701,https://www.facebook.com/habitatmatthews/posts/4336664193020701,"The dream of purchasing a home has increased significantly among buyers. But with the U.S housing supply at an all-time low, buyers are forced to come up with creative methods to stand out among the competition, including all-cash offers and personal cover letters. This puts sellers in a powerful position and opens the door to unfair housing discrimination practices.",Link,,,7/2/21 7:27 AM, ,81,81,0,87,87,0,1,1.23,0,0,0,0,73,67,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4280176838669437,https://www.facebook.com/habitatmatthews/posts/4280176838669437,"""I am so sad to be losing my reliable friend of 9 years and 190000 miles together. The best times were listening to my CDs headed to the beach :) Now its next journey is to help build homes for Habitat for Humanity. Take good care.""- Holly, Cars for Homes donor  Learn more about car donations here: https://bit.ly/37tKx5S",Photo,,,7/1/21 7:27 AM, ,100,100,0,103,103,0,1,1.00,0,0,0,0,90,87,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4380929495260837,https://www.facebook.com/habitatmatthews/posts/4380929495260837,Federal legislators are beginning to set their priorities for a recovery and infrastructure package to strengthen the U.S. economy. Now is the time to raise our voices to urge lawmakers to prioritize housing investments focused on neighborhood revitalization policies and increased funding for vital housing and community development programs. These investments will spur low-income housing preservation and economic recovery.  Our message is clear: Housing IS infrastructure. #CostOfHome,Link,,,7/1/21 6:12 AM, ,62,62,0,64,64,0,0,0.00,0,0,0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4318064104880710,https://www.facebook.com/habitatmatthews/posts/4318064104880710,"Improving affordable homeownership leads to: ✔Greater economic stability. ✔Access to quality education. ✔Increased civic and social engagement. ✔Better health. ✔Reduced environmental footprint.  Yet, many local families face barriers in accessing a decent, affordable home. But you can help by making a gift to Greater Matthews Habitat for Humanity and bringing affordable homeownership to more families in our community. Visit gmhfh.org/give today!  #NationalHomeownershipMonth",Photo,,,6/30/21 7:08 AM, ,79,79,0,82,82,0,0,0.00,0,0,0,0,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4318033624883758,https://www.facebook.com/habitatmatthews/posts/4318033624883758,"Improving affordable homeownership leads to numerous outcomes that extend beyond the house, such as greater economic stability, access to quality education, increased civic and social engagement, better health, and a reduced environmental footprint. If you missed any of our #NationalHomeownershipMonth series over the past few days, this video will sum it up for you! 🏠",Link,,,6/29/21 7:02 AM, ,71,71,0,73,73,0,0,0.00,0,0,0,0,59,57,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4318026434884477,https://www.facebook.com/habitatmatthews/posts/4318026434884477,"Energy-efficient designs. Weatherization techniques. ENERGY STAR standard homes. These are just a few of #HabitatforHumanity’s sustainable practices. Because affordable, sustainable homes reduce energy consumption and lessen the energy burden for low-income households. 🍃 #NationalHomeownershipMonth",Photo,,,6/28/21 5:49 AM, ,107,107,0,110,110,0,2,1.87,1,1,0,0,95,92,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4317952094891911,https://www.facebook.com/habitatmatthews/posts/4317952094891911,One of the benefits of homeownership: Better health. Improving housing quality can improve respiratory health and mental health while also reducing the risk of injury #NationalHomeownershipMonth.,Photo,,,6/26/21 7:18 AM, ,105,105,0,112,112,0,2,1.90,0,0,0,0,97,90,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4317636971590090,https://www.facebook.com/habitatmatthews/posts/4317636971590090,"The benefits of homeownership extend beyond the home. Homeowners are more likely to vote, are more likely to be involved in their community, and have a larger social network. 🏠 #NationalHomeownershipMonth",Photo,,,6/25/21 5:06 AM, ,101,101,0,106,106,0,1,0.99,0,0,1,1,91,86,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4317572328263221,https://www.facebook.com/habitatmatthews/posts/4317572328263221,"Homeownership leads to better test scores and higher rates of high school graduation rates, especially among children of low-income homeowners. 🎓 #NationalHomeownershipMonth",Photo,,,6/24/21 8:38 AM, ,90,90,0,94,94,0,2,2.22,0,0,0,0,81,77,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4317541858266268,https://www.facebook.com/habitatmatthews/posts/4317541858266268,#DidYouKnow that U.S. homeowners have an average net wealth that is 400% higher than that of renters with similar demographics and earnings? Homeownership provides opportunities for families to build wealth and prosper. #NationalHomeownershipMonth,Photo,,,6/23/21 7:26 AM, ,84,84,0,86,86,0,1,1.19,0,0,0,0,73,71,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4315363881817399,https://www.facebook.com/habitatmatthews/posts/4315363881817399,"Improving affordable homeownership leads to numerous outcomes that extend beyond the house, such as greater economic stability, access to quality education, increased civic and social engagement, better health, and a reduced environmental footprint. 🏠#NationalHomeownershipMonth",Photo,,,6/22/21 5:51 AM, ,105,105,0,107,107,0,2,1.90,0,0,0,0,91,89,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4320337114653409,https://www.facebook.com/habitatmatthews/posts/4320337114653409,We need to rethink our definitions of who it is that requires affordable housing. #NationalHomeownershipMonth,Photo,,,6/21/21 7:27 AM, ,135,135,0,136,136,0,4,2.96,1,1,1,1,117,116,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4320620834625037,https://www.facebook.com/habitatmatthews/posts/4320620834625037,Happy Father's Day to all the amazing dad's out there!,Photo,,,6/20/21 5:29 AM, ,115,115,0,116,116,0,4,3.48,1,1,0,0,88,87,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4280172845336503,https://www.facebook.com/habitatmatthews/posts/4280172845336503,Turn your old car into cash by donating it to Habitat for Humanity and we'll put the proceeds toward affordable housing in your community! 🚙 Learn more: https://bit.ly/35jq3Kn,Photo,,,6/18/21 2:25 PM, ,82,82,0,84,84,0,1,1.22,0,0,1,1,68,66,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4344612948892492,https://www.facebook.com/habitatmatthews/posts/4344612948892492,From our President & CEO Natisha Rivera-Patrick: Acknowledging the history of systemic racism that members of our Black community and other communities of color experience is an important part of the work that Greater Matthews Habitat for Humanity does. Discrimination in housing policy and opportunity – particularly against Black Americans – is one of the chief drivers of racial inequities that persist today. Read the full statement: https://www.greatermatthewshabitat.org/post/juneteenth,Link,,,6/18/21 5:31 AM, ,131,131,0,135,135,0,11,8.40,1,1,1,1,117,113,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4342041822482938,https://www.facebook.com/habitatmatthews/posts/4342041822482938,"Are you a resident of Matthews, Mint Hill, or Stallings and are interested in purchasing a house through our New Homeownership Program? We will be holding an open application period from July 7th-9th. Applications can be completed online or by picking up a paper application from our office during the application period. There is a $25 non-refundable application fee. If you are interested in applying, please read over the program criteria and begin gathering the necessary documentation listed on our website. Questions? Reach out to our Homeowner Services Manager, Jeffrey Elam, at jeffrey@habitatmatthews.org",Link,,,6/17/21 6:28 AM, ,172,172,0,189,189,0,3,1.74,0,0,0,0,113,99,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4315306608489793,https://www.facebook.com/habitatmatthews/posts/4315306608489793,The first step in bringing homeownership to more families is to understand who currently access to homeownership and what factors play a role. #NationalHomeownershipMonth,Link,,,6/17/21 5:29 AM, ,83,83,0,85,85,0,2,2.41,1,1,1,1,72,70,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4340174716002982,https://www.facebook.com/habitatmatthews/posts/4340174716002982,"This is a great step forward for the town, and we 💙💚 that our very own Natisha was chosen to accept the proclamation!",Photo,,,6/16/21 1:00 PM, ,291,291,0,298,298,0,20,6.87,16,31,0,0,271,262,0,0,20,0,0,0,0,0,0,0,0,0,0
386724564681370_4315266888493765,https://www.facebook.com/habitatmatthews/posts/4315266888493765,"Funding for new rental construction, preservation, and operating support all essential for ensuring that those with the highest cost burdens can access stable, affordable homes. #NationalHomeownershipMonth",Photo,,,6/16/21 6:12 AM, ,104,104,0,110,110,0,2,1.92,0,0,0,0,84,79,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4336923932994727,https://www.facebook.com/habitatmatthews/posts/4336923932994727,Happiest of Birthday wishes to our fearless leader Natisha! 🎉🎂🎊🎁,Photo,,,6/15/21 8:19 AM, ,379,379,0,390,390,0,25,6.60,11,21,1,1,275,270,0,0,22,0,0,0,0,0,0,0,0,0,0
386724564681370_4315206388499815,https://www.facebook.com/habitatmatthews/posts/4315206388499815,"The legacy of redlining, racial covenants, and exclusionary zoning is easy to see today - children of color are growing up in communities with vastly different resources and opportunities than their white counterparts. After Asheville Area Habitat for Humanity discovered a racial covenant in a deed for one of their developed properties,  they decided to delve deeper and learn more about the history of discriminatory housing practices. #NationalHomeownershipMonth https://www.ashevillehabitat.org/thisdividedland/",Link,,,6/15/21 5:45 AM, ,101,101,0,106,106,0,4,3.96,1,1,0,0,88,84,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4334482183238902,https://www.facebook.com/habitatmatthews/posts/4334482183238902,"We had a great time today at Waxhaw Escape for our team-building challenge! Both groups escaped before the clock ran out, but team Alice in Wonderland inched out team Train to Nowhere by just a hare 🐰! They even made it on the leaderboard for the week!",Photo,,,6/14/21 10:05 AM, ,990,990,0,1110,1110,0,82,8.28,48,80,0,0,302,256,0,0,24,0,0,0,0,0,0,0,0,0,0
386724564681370_4315251441828643,https://www.facebook.com/habitatmatthews/posts/4315251441828643,"Segregation is the legacy of deliberate policy and zoning choices that led to the underinvestment and isolation of communities where Black households lived, and the creation of separate, higher-opportunity communities that excluded people of color. #NationalHomeownershipMonth",Photo,,,6/14/21 7:06 AM, ,88,88,0,89,89,0,3,3.41,0,0,0,0,71,70,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4315188151834972,https://www.facebook.com/habitatmatthews/posts/4315188151834972,"Many formerly redlined communities remain isolated and distressed, and Black Americans disproportionately live in these communities. Nearly half of all Black households live in segregated, high-poverty neighborhoods.  #NationalHomeownershipMonth",Photo,,,6/12/21 7:40 AM, ,99,99,0,105,105,0,2,2.02,0,0,0,0,89,83,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4315177718502682,https://www.facebook.com/habitatmatthews/posts/4315177718502682,"Black households are significantly less likely to have sufficient credit to qualify for homeownership. lIf the same credit distribution score is applied to white and Black households, Black homeownership would rise by 10.6 percentage points. #NationalHomeownershipMonth",Photo,,,6/11/21 6:36 AM, ,97,97,0,99,99,0,2,2.06,0,0,0,0,81,79,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4306883299332124,https://www.facebook.com/habitatmatthews/posts/4306883299332124,"Setting a goal to close the Black homeownership gap within a generation will require a significant step up in investment, a fundamental shift in attention, and sustained commitment to strategies that help Black households access and sustain stable, affordable homeownership. #NationalHomeownershipMonth",Photo,,,6/10/21 5:56 AM, ,94,94,0,100,100,0,1,1.06,0,0,0,0,83,77,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4306808669339587,https://www.facebook.com/habitatmatthews/posts/4306808669339587,"In addition to the key barriers faced by all potential homebuyers, racial and ethnic minorities confront other factors that constrain homeownership. Many of these factors are the result of historic structural barriers that racial and ethnic minorities faced over time that have compounded to produce these inequities. #NationalHomeownershipMonth",Photo,,,6/9/21 6:18 AM, ,82,82,0,83,83,0,2,2.44,0,0,1,1,67,66,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4306800129340441,https://www.facebook.com/habitatmatthews/posts/4306800129340441,"Lending standards have been tightening since the Great Recession, making it more difficult than ever for potential homebuyers to purchase a home. Habitat's lending standards though, are less subject to market fluctuations and have greater flexibility that reflects the lived experiences of our homeowners. #NationalHomeownershipMonth",Photo,,,6/8/21 7:15 AM, ,81,81,0,85,85,0,1,1.23,0,0,0,0,67,64,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4314789941874793,https://www.facebook.com/habitatmatthews/posts/4314789941874793,Way to go Mason! Our newest team member has only been here a few days and he’s already completed the entirety of HFHI’s Competent Person Training - meant to ensure safety and compliance on our build sites! 🔨🔨🔨 #SafetyFirst,Photo,,,6/7/21 8:44 AM, ,153,153,0,157,157,0,10,6.54,2,2,1,1,134,130,0,0,10,0,0,0,0,0,0,0,0,0,0
386724564681370_4306528769367577,https://www.facebook.com/habitatmatthews/posts/4306528769367577,"Homeownership builds strength, stability, and self-reliance and gives families the chance to thrive. #NationalHomeownershipMonth",Photo,,,6/7/21 7:10 AM, ,82,82,0,84,84,0,1,1.22,0,0,0,0,69,67,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4306479129372541,https://www.facebook.com/habitatmatthews/posts/4306479129372541,A 2018 Urban Institute study found that 68% of renters identify saving for a down payment as the greatest barrier to homeownership. Greater Matthews Habitat requires no down payment and lower closing costs than standard lending practices. #NationalHomeownershipMonth,Photo,,,6/6/21 9:48 AM, ,86,86,0,90,90,0,2,2.33,0,0,0,0,75,71,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4306454322708355,https://www.facebook.com/habitatmatthews/posts/4306454322708355,"Home prices are increasing rapidly but household incomes have not kept pace, putting homeownership out of reach for many. Habitat advocates for public policies on land acquisition, use, and development to lower the cost of home building. #NationalHomeownershipMonth",Photo,,,6/5/21 7:37 AM, ,92,92,0,94,94,0,1,1.09,0,0,1,1,79,77,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4306195879400866,https://www.facebook.com/habitatmatthews/posts/4306195879400866,"There are several barriers to accessing affordable homeownership, and one of them is high demand at lower-price tiers. Did you know? In 2018, the U.S. Department of Housing and Urban Development estimated a need for 2.5 million additional housing units to meet long-term housing demand. Greater Matthews Habitat for Humanity is helping to expand housing inventory in our community and beyond. #NationalHomeownershipMonth",Photo,,,6/4/21 7:51 AM, ,95,95,0,99,99,0,1,1.05,0,0,0,0,83,79,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4302696333084154,https://www.facebook.com/habitatmatthews/posts/4302696333084154,"It creates long-lasting and life-changing impact on families and communities, from providing a source of wealth and asset-building to influencing health and educational outcomes and contributing to positive community development. The first step in bringing homeownership to more families, however, is to understand who currently has access to homeownership and what factors play a role. #NationalHomeownershipMonth",Photo,,,6/3/21 3:33 AM, ,98,98,0,101,101,0,1,1.02,0,0,0,0,87,84,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4298195303534257,https://www.facebook.com/habitatmatthews/posts/4298195303534257,"June is #NationalHomeownershipMonth, a time to celebrate the benefits that homeownership brings to families, neighborhoods, and communities across America and around the world - and why Habitat believes a decent place to live is fundamental to a family's wellbeing.",Photo,,,6/2/21 6:14 AM, ,88,88,0,92,92,0,2,2.27,1,3,1,1,80,76,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4298144183539369,https://www.facebook.com/habitatmatthews/posts/4298144183539369,We are excited to introduce you to the newest face to our Greater Matthews Habitat team - Mason! Mason has come on as our new Construction Manager and we look forward to building alongside him. Please join us in wishing him a warm welcome to our team!,Video,,,6/1/21 3:48 PM, ,84,84,0,102,102,0,9,10.71,4,6,0,0,88,69,0,0,8,24,25,0,0,29,32,0,0,5815,5067
386724564681370_4297601676926953,https://www.facebook.com/habitatmatthews/posts/4297601676926953,Happy #PrideMonth! Greater Matthews Habitat for Humanity is proud to stand alongside our LGBTQ+ neighbors and friends - today and every day.  ❤️🧡💛💚💙💜,Video,,,6/1/21 8:27 AM, ,76,76,0,90,90,0,3,3.95,1,1,1,1,81,67,0,0,2,7,7,0,0,7,7,0,0,3739,3051
386724564681370_4211230695564052,https://www.facebook.com/habitatmatthews/posts/4211230695564052,"Lisa donated her beloved Camry to Habitat for Humanity's #CarsForHomes program, and the proceeds of its sale benefitted her local Habitat affiliate - Habitat for Humanity of Wake County. Watch Lisa tell the story of why it was so important that her car be a gift to help someone else and consider donating your own vehicle to #CarsForHomes https://www.youtube.com/watch?v=v3Se88qQw3g",Link,,,6/1/21 6:30 AM, ,94,94,0,97,97,0,2,2.13,0,0,0,0,85,82,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4280139422006512,https://www.facebook.com/habitatmatthews/posts/4280139422006512,This #MemorialDay we honor those who made the ultimate sacrifice in service to our country and to their families. #WeRemember,Photo,,,5/31/21 5:12 AM, ,119,119,0,126,126,0,3,2.52,1,1,1,1,109,102,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4211235852230203,https://www.facebook.com/habitatmatthews/posts/4211235852230203,#Carfact: Headlamp is the term used for a device that is attached to the front of a vehicle to light the road ahead; headlight is the term that refers to the beam of light produced and distributed by the device.  Source: The Fact File  Love cars? See what donating one could do: https://bit.ly/35jq3Kn,Photo,,,5/29/21 8:32 AM, ,87,87,0,90,90,0,1,1.15,0,0,0,0,77,74,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4211319762221812,https://www.facebook.com/habitatmatthews/posts/4211319762221812,"In light of the COVID-19 crisis and its increased impact on older Americans, funding to keep these older adults in safe, decent homes is more important than ever. Greater Matthews Habitat is committed to completing repairs and modifications to keep our limited-income older residents in their homes for years to come. Give a gift today at gmhfh.org/give",Photo,,,5/28/21 10:06 AM, ,90,90,0,95,95,0,2,2.22,0,0,0,0,83,78,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4282320558455065,https://www.facebook.com/habitatmatthews/posts/4282320558455065,"Call on your members of Congress to act now for housing! Federal legislators are beginning to set their priorities for a recovery and infrastructure package to strengthen the U.S. economy. Now is the time to raise our voices to urge lawmakers to prioritize housing investments focused on neighborhood revitalization policies and increased funding for vital housing and community development programs. These investments will spur low-income housing preservation and economic recovery.  Our message is clear: Housing IS infrastructure. By making our voices heard, we’re leveraging this opportunity through the Cost of Home campaign to ensure Habitat’s federal policy priorities are reflected in legislation affecting affordable housing production and preservation over the next decade. Please add your support and encourage your colleagues and peers to do the same.",Link,,,5/27/21 5:56 AM, ,72,72,0,77,77,0,2,2.78,0,0,0,0,64,59,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4211199412233847,https://www.facebook.com/habitatmatthews/posts/4211199412233847,What types of services can our #AgingInPlace and #CriticalHomeRepair programs can offer for Older Americans? Learn more and apply at gmhfh.org/criticalrepair #OlderAmericansMonth,Photo,,,5/26/21 6:53 AM, ,78,78,0,82,82,0,2,2.56,0,0,0,0,69,66,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4211353985551723,https://www.facebook.com/habitatmatthews/posts/4211353985551723,"""How far you go in life depends on your being tender with the young, compassionate with the aged, sympathetic with the striving and tolerant of the weak and strong. Because someday in your life you will have been all of these."" - George Washington Carver #OlderAmericansMonth #MotivationMonday",Photo,,,5/24/21 7:21 AM, ,86,86,0,90,90,0,1,1.16,0,0,0,0,78,75,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4211300032223785,https://www.facebook.com/habitatmatthews/posts/4211300032223785,Older residents provide stability in their communities. We invite you to honor and assist them today by making a gift to Habitat to help us partner with older adults and support them as they age in place. Visit gmhfh.org/give to make a donation today.,Photo,,,5/23/21 6:27 AM, ,83,83,0,88,88,0,1,1.20,0,0,0,0,75,71,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4211292635557858,https://www.facebook.com/habitatmatthews/posts/4211292635557858,Alleviating home repair and accessibility issues will help reduce the impacts of these inequalities and allow limited-income older individuals to safely remain in their current homes.,Photo,,,5/22/21 6:55 AM, ,80,80,0,85,85,0,1,1.25,0,0,0,0,73,69,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4260988220588299,https://www.facebook.com/habitatmatthews/posts/4260988220588299,"Celestin & Marie closing on their home was kind of a big deal for our Homeowner Services Manager, Jeffrey. When he joined the team, we had already had to stop applications because we had so many families on our waiting list. But they were our last family on that list, and he gets to start with a fresh slate - which means we plan to begin accepting applications later this summer!",Video,,,5/21/21 7:37 AM, ,126,126,0,136,136,0,14,11.11,8,11,1,1,104,95,0,0,12,16,18,0,0,60,65,0,0,8184,24819
386724564681370_4211283225558799,https://www.facebook.com/habitatmatthews/posts/4211283225558799,"Over the next 20 years, households in their 80s will be the fastest-growing age group - and as we saw with COVID-19, as the share of older households increases, inequalities are becoming more and more evident. #OlderAmericansMonth",Photo,,,5/21/21 6:51 AM, ,108,108,0,116,116,0,2,1.85,0,0,1,1,103,97,0,0,2,0,0,0,0,0,0,0,0,0,0
